electrode_name,region,label_id,distance_mm,method,x_mm,y_mm,z_mm,x_voxel,y_voxel,z_voxel
FH01,ctx-lh-superiorfrontal,1028,1.4142135,nearest-neighbor,-8.192,59.059,43.665,98,205,179
FH02,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-13.192,51.059,47.665,103,197,183
FH03,ctx-lh-rostralmiddlefrontal,1027,2.0,nearest-neighbor,-18.192,43.059,49.665,108,189,185
FH04,ctx-lh-caudalmiddlefrontal,1003,2.828427,nearest-neighbor,-23.192,34.059,53.665,113,180,189
FH05,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-27.192,26.059,56.665,117,172,192
FH06,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-30.192,16.059,57.665,120,162,193
FH07,ctx-lh-caudalmiddlefrontal,1003,1.4142135,nearest-neighbor,-33.192,6.059,59.665,123,152,195
FH08,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-37.192,-2.941,61.665,127,143,197
FH09,ctx-lh-superiorfrontal,1028,1.0,nearest-neighbor,-16.192,61.059,36.665,106,207,172
FH10,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-21.192,53.059,41.665,111,199,177
FH11,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-27.192,45.059,45.665,117,191,181
FH12,ctx-lh-caudalmiddlefrontal,1003,1.4142135,nearest-neighbor,-32.192,36.059,48.665,122,182,184
FH13,ctx-lh-caudalmiddlefrontal,1003,3.1622777,nearest-neighbor,-35.192,28.059,51.665,125,174,187
FH14,ctx-lh-caudalmiddlefrontal,1003,2.828427,nearest-neighbor,-38.192,18.059,52.665,128,164,188
FH15,ctx-lh-precentral,1024,2.4494898,nearest-neighbor,-40.192,9.059,52.665,130,155,188
FH16,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-44.192,-0.941,54.665,134,145,190
FH17,ctx-lh-rostralmiddlefrontal,1027,0.0,direct,-22.192,63.059,29.665,112,209,165
FH18,ctx-lh-rostralmiddlefrontal,1027,2.0,nearest-neighbor,-29.192,55.059,34.665,119,201,170
FH19,ctx-lh-rostralmiddlefrontal,1027,1.7320508,nearest-neighbor,-34.192,47.059,38.665,124,193,174
FH20,ctx-lh-caudalmiddlefrontal,1003,1.0,nearest-neighbor,-38.192,38.059,41.665,128,184,177
FH21,ctx-lh-caudalmiddlefrontal,1003,2.0,nearest-neighbor,-42.192,29.059,43.665,132,175,179
FH22,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-46.192,20.059,45.665,136,166,181
FH23,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-49.192,11.059,47.665,139,157,183
FH24,ctx-lh-postcentral,1022,1.7320508,nearest-neighbor,-53.192,1.059,48.665,143,147,184
FH25,ctx-lh-rostralmiddlefrontal,1027,1.7320508,nearest-neighbor,-31.192,63.059,23.665,121,209,159
FH26,ctx-lh-rostralmiddlefrontal,1027,2.236068,nearest-neighbor,-35.192,56.059,26.665,125,202,162
FH27,ctx-lh-rostralmiddlefrontal,1027,2.0,nearest-neighbor,-40.192,48.059,29.665,130,194,165
FH28,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-43.192,38.059,29.665,133,184,165
FH29,ctx-lh-caudalmiddlefrontal,1003,1.7320508,nearest-neighbor,-47.192,29.059,31.665,137,175,167
FH30,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-51.192,20.059,36.665,141,166,172
FH31,ctx-lh-precentral,1024,1.4142135,nearest-neighbor,-55.192,11.059,38.665,145,157,174
FH32,ctx-lh-postcentral,1022,1.0,nearest-neighbor,-59.192,2.059,40.665,149,148,176
FL01,ctx-lh-rostralmiddlefrontal,1027,2.4494898,nearest-neighbor,-36.192,63.059,16.665,126,209,152
FL02,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-40.192,55.059,19.665,130,201,155
FL03,ctx-lh-rostralmiddlefrontal,1027,1.0,nearest-neighbor,-45.192,47.059,21.665,135,193,157
FL04,ctx-lh-parsopercularis,1018,1.0,nearest-neighbor,-48.192,37.059,23.665,138,183,159
FL05,ctx-lh-precentral,1024,2.0,nearest-neighbor,-49.192,28.059,26.665,139,174,162
FL06,ctx-lh-precentral,1024,2.236068,nearest-neighbor,-55.192,19.059,28.665,145,165,164
FL07,ctx-lh-postcentral,1022,2.236068,nearest-neighbor,-59.192,10.059,31.665,149,156,167
FL08,ctx-lh-postcentral,1022,2.4494898,nearest-neighbor,-62.192,0.059,33.665,152,146,169
FL09,ctx-lh-rostralmiddlefrontal,1027,2.0,nearest-neighbor,-38.192,61.059,6.665,128,207,142
FL10,ctx-lh-parstriangularis,1020,1.4142135,nearest-neighbor,-43.192,54.059,9.665,133,200,145
FL11,ctx-lh-parstriangularis,1020,2.236068,nearest-neighbor,-48.192,45.059,11.665,138,191,147
FL12,ctx-lh-parsopercularis,1018,1.0,nearest-neighbor,-52.192,36.059,14.665,142,182,150
FL13,ctx-lh-parsopercularis,1018,1.4142135,nearest-neighbor,-53.192,26.059,16.665,143,172,152
FL14,ctx-lh-precentral,1024,1.0,nearest-neighbor,-58.192,18.059,18.665,148,164,154
FL15,ctx-lh-postcentral,1022,1.4142135,nearest-neighbor,-60.192,8.059,21.665,150,154,157
FL16,ctx-lh-postcentral,1022,0.0,direct,-62.192,-1.941,22.665,152,144,158
FL17,ctx-lh-parstriangularis,1020,2.4494898,nearest-neighbor,-41.192,61.059,-2.335,131,207,133
FL18,ctx-lh-parstriangularis,1020,1.0,nearest-neighbor,-44.192,52.059,-0.335,134,198,135
FL19,ctx-lh-parstriangularis,1020,2.236068,nearest-neighbor,-50.192,43.059,1.665,140,189,137
FL20,ctx-lh-parstriangularis,1020,1.7320508,nearest-neighbor,-52.192,34.059,4.665,142,180,140
FL21,ctx-lh-parsopercularis,1018,1.0,nearest-neighbor,-52.192,24.059,6.665,142,170,142
FL22,ctx-lh-precentral,1024,1.0,nearest-neighbor,-57.192,16.059,8.665,147,162,144
FL23,ctx-lh-superiortemporal,1030,2.236068,nearest-neighbor,-61.192,5.059,11.665,151,151,147
FL24,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-62.192,-3.941,13.665,152,142,149
FL25,ctx-lh-parstriangularis,1020,1.7320508,nearest-neighbor,-40.192,57.059,-12.335,130,203,123
FL26,ctx-lh-parstriangularis,1020,0.0,direct,-43.192,49.059,-10.335,133,195,125
FL27,ctx-lh-parstriangularis,1020,0.0,direct,-46.192,39.059,-8.335,136,185,127
FL28,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-50.192,30.059,-5.335,140,176,130
FL29,ctx-lh-superiortemporal,1030,0.0,direct,-54.192,21.059,-2.335,144,167,133
FL30,ctx-lh-superiortemporal,1030,1.4142135,nearest-neighbor,-58.192,13.059,-0.335,148,159,135
FL31,ctx-lh-middletemporal,1015,2.236068,nearest-neighbor,-62.192,4.059,1.665,152,150,137
FL32,ctx-lh-superiortemporal,1030,1.0,nearest-neighbor,-65.192,-4.941,4.665,155,141,140
